State,Account Length,Area Code,Phone,Int'l Plan,VMail Plan,VMail Message,Day Mins,Day Calls,Day Charge,Total Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn?,Record Date
DC,126,415,392-5512,no,no,0,161.4,110,27.44,58.78,220.6,125,18.75,249.2,78,11.21,5.1,2,1.38,0,False.,2020-08-07
TX,97,510,351-6384,no,no,0,144.2,91,24.51,54.02,226.7,137,19.27,144.6,72,6.51,13.8,4,3.73,3,False.,2020-01-20
NJ,95,408,348-8015,yes,yes,37,220.2,109,37.43,63.52,185.3,99,15.75,205.1,82,9.23,4.1,2,1.11,0,True.,2019-11-26
DE,87,510,374-6966,no,no,0,256.2,105,43.55,70.43,160.7,102,13.66,249.4,80,11.22,7.4,2,2,4,False.,2020-01-01
VT,97,415,328-2236,no,no,0,112.7,119,19.16,46.26,217.7,109,18.5,152.1,76,6.84,6.5,5,1.76,1,False.,2019-06-11
GA,76,415,372-6497,no,no,0,299.5,125,50.92,83.37,226.7,92,19.27,210.7,134,9.48,13.7,4,3.7,0,True.,2019-12-24
TX,140,408,417-8617,no,no,0,194.8,107,33.12,61.53,170.9,99,14.53,225.1,93,10.13,13.9,4,3.75,0,False.,2020-11-04
MT,169,415,361-9621,no,no,0,100.8,112,17.14,47.97,230,69,19.55,193.6,95,8.71,9.5,2,2.57,0,False.,2020-04-29
ND,68,408,421-2723,no,yes,22,82.5,97,14.03,48.07,289.9,94,24.64,180,114,8.1,4.8,4,1.3,3,False.,2020-01-16
NJ,122,415,327-9341,no,yes,34,146.4,104,24.89,46.62,89.7,103,7.62,220,91,9.9,15.6,4,4.21,2,False.,2019-10-25
MO,36,408,383-5474,no,no,0,177.9,129,30.24,66.03,224.6,87,19.09,306.3,102,13.78,10.8,6,2.92,2,False.,2019-07-29
CO,120,510,328-8147,no,yes,27,153.5,84,26.1,56.88,194,73,16.49,256.5,94,11.54,10.2,7,2.75,5,False.,2019-06-25
KS,121,408,373-5438,no,no,0,150.7,105,25.62,52.48,197.3,133,16.77,169,116,7.61,9.2,15,2.48,1,False.,2019-12-01
NC,64,408,333-9253,no,yes,19,180.1,106,30.62,54.17,127.5,92,10.84,237.4,118,10.68,7.5,3,2.03,0,False.,2019-12-18
MT,13,415,347-9421,no,yes,31,265.3,94,45.1,72.8,147.6,95,12.55,259.3,117,11.67,12.9,1,3.48,1,False.,2020-05-19
DE,106,415,419-3167,no,no,0,128.6,83,21.86,45.81,134,114,11.39,210.6,113,9.48,11.4,2,3.08,0,False.,2019-12-24
ND,88,415,414-4162,no,no,0,161.5,92,27.46,53.62,173.5,108,14.75,206.2,95,9.28,7.9,4,2.13,2,False.,2020-01-01
VA,74,408,416-5341,no,no,0,165.3,120,28.1,57,198.5,106,16.87,208.5,102,9.38,9.8,3,2.65,1,False.,2020-04-29
IL,83,415,368-8600,no,no,0,195,92,33.15,62.14,210.5,83,17.89,180.6,92,8.13,11,13,2.97,0,False.,2020-08-10
OK,49,415,336-6085,no,no,0,213.8,79,36.35,73.88,265.1,93,22.53,239.8,128,10.79,15.6,7,4.21,0,False.,2019-09-01
CO,111,510,377-1479,no,yes,24,205.5,114,34.94,67.08,219.3,99,18.64,215.9,95,9.72,14,4,3.78,1,False.,2019-12-02
MT,50,415,360-2107,no,yes,22,252.9,112,42.99,67.54,177.9,99,15.12,158.4,146,7.13,8.5,4,2.3,3,False.,2019-09-01
WV,153,408,405-9384,no,yes,28,235.6,74,40.05,71.24,227.9,37,19.37,170.3,103,7.66,15.4,9,4.16,0,False.,2019-07-05
ME,88,415,420-5179,no,no,0,192,91,32.64,52.52,127.6,127,10.85,155.6,125,7,7.5,5,2.03,1,False.,2020-08-26
WI,131,415,331-3174,no,yes,39,69.1,122,11.75,27.54,101.3,136,8.61,104.8,94,4.72,9.1,4,2.46,0,False.,2019-06-10
MO,79,408,411-5958,no,no,0,261.7,97,44.49,75.56,210.6,48,17.9,256.7,83,11.55,6,3,1.62,3,True.,2019-10-15
NY,140,415,333-8180,no,no,0,235.5,81,40.04,69.65,257.2,130,21.86,103.1,111,4.64,11.5,4,3.11,2,False.,2019-07-21
CT,105,408,357-2679,no,no,0,213.4,100,36.28,64.36,204.9,52,17.42,179.7,93,8.09,9.5,6,2.57,1,False.,2019-11-23
AR,54,415,396-2867,no,yes,39,206.9,143,35.17,57.47,127.8,72,10.86,199.2,120,8.96,9.2,1,2.48,3,False.,2019-12-16
WY,87,415,341-9443,no,yes,22,263.8,65,44.85,65.3,103.4,115,8.79,208.1,109,9.36,8.5,3,2.3,3,False.,2020-01-05
CA,96,510,341-4103,no,yes,31,183.4,126,31.18,58.74,195.5,106,16.62,180.1,93,8.1,10.5,5,2.84,1,False.,2020-09-03
CA,79,510,416-8701,no,no,0,157.6,85,26.79,56.25,194.1,92,16.5,231.5,86,10.42,9.4,10,2.54,5,True.,2020-09-23
MN,55,415,397-6109,no,no,0,175.6,147,29.85,59.14,161.8,118,13.75,289.5,55,13.03,9.3,4,2.51,0,False.,2020-03-08
AK,130,415,392-5587,no,no,0,242.5,101,41.23,58.89,102.8,114,8.74,142.4,89,6.41,9.3,2,2.51,2,False.,2019-11-21
VA,34,415,392-9342,no,no,0,151,102,25.67,47.91,131.4,101,11.17,186.6,86,8.4,9.9,7,2.67,0,False.,2019-07-21
CO,139,415,368-2845,no,no,0,138.1,103,23.48,45.77,164.5,100,13.98,134.9,63,6.07,8.3,2,2.24,1,False.,2020-06-28
MT,109,408,405-4920,no,no,0,264.7,69,45,82.38,305,120,25.93,197.4,86,8.88,9.5,9,2.57,1,True.,2019-09-27
SD,65,408,348-7484,no,yes,31,282.3,70,47.99,74.3,152,89,12.92,225.5,93,10.15,12,4,3.24,1,False.,2019-07-19
NE,63,415,338-5207,no,no,0,211.2,80,35.9,71.08,237.7,93,20.2,259.2,58,11.66,12.3,2,3.32,0,False.,2019-12-05
VT,152,415,418-7846,no,no,0,197.1,126,33.51,50.08,130.1,76,11.06,78.1,100,3.51,7.4,4,2,3,False.,2020-05-28
ND,147,408,358-8729,no,no,0,205.3,95,34.9,62.01,166.7,128,14.17,240.6,84,10.83,7.8,4,2.11,1,False.,2020-07-03
GA,112,415,349-1943,no,yes,22,181.8,110,30.91,64.6,228.1,123,19.39,262.7,141,11.82,9.2,4,2.48,2,False.,2020-05-22
OR,120,415,368-8283,no,no,0,252,120,42.84,65.03,150.2,106,12.77,151.8,96,6.83,9.6,1,2.59,2,False.,2020-10-24
MT,27,510,345-1419,no,no,0,193.8,102,32.95,51.66,118.9,104,10.11,135.9,124,6.12,9.2,3,2.48,0,False.,2020-08-28
WY,171,415,358-8025,no,no,0,231.2,135,39.3,67.97,188.7,74,16.04,206.9,124,9.31,12.3,1,3.32,1,False.,2019-10-02
GA,101,415,383-8695,no,yes,33,200.1,108,34.02,63.5,188.9,122,16.06,205.1,90,9.23,15.5,4,4.19,0,False.,2019-11-21
WV,32,408,370-7565,no,yes,26,266.7,109,45.34,79.07,232.3,107,19.75,212.8,98,9.58,16.3,4,4.4,1,False.,2019-08-22
CT,3,415,401-6162,no,yes,36,118.1,117,20.08,46.8,221.5,125,18.83,103.9,89,4.68,11.9,6,3.21,2,False.,2019-06-26
IL,151,408,386-5303,no,no,0,175.3,106,29.8,52.47,144.3,87,12.27,160.2,88,7.21,11.8,5,3.19,0,False.,2019-12-01
CO,60,408,351-6552,no,no,0,125.1,99,21.27,54.95,248.8,62,21.15,211.3,79,9.51,11.2,3,3.02,3,False.,2020-08-04
DE,119,415,345-5338,no,no,0,176.8,90,30.06,60.4,224.7,81,19.1,204.6,77,9.21,7.5,15,2.03,1,False.,2019-11-01
LA,43,415,330-2849,no,no,0,241.9,101,41.12,65.63,129.4,121,11,264.8,104,11.92,5.9,3,1.59,1,False.,2019-09-01
MA,42,408,364-6801,no,no,0,241.2,134,41,60.61,116.5,114,9.9,152.2,91,6.85,10.6,4,2.86,0,False.,2020-09-22
IN,84,408,375-3003,no,no,0,217.1,99,36.91,64.83,236,68,20.06,118.3,120,5.32,9.4,4,2.54,1,False.,2019-08-10
NY,65,510,383-8878,no,no,0,195.4,110,33.22,59.05,181.2,109,15.4,178.5,105,8.03,8.9,4,2.4,0,False.,2020-07-31
TX,75,415,384-2372,yes,no,0,222.4,78,37.81,77.32,327,111,27.8,208,104,9.36,8.7,9,2.35,1,True.,2020-10-18
KS,116,510,377-7107,no,no,0,189.5,90,32.22,61.15,189.8,118,16.13,205.8,83,9.26,13.1,2,3.54,1,False.,2020-09-29
WV,107,415,361-1581,no,no,0,123.1,100,20.93,48.42,158.4,82,13.46,256.1,82,11.52,9.3,5,2.51,0,False.,2020-08-24
NE,189,415,417-7888,no,yes,38,256.7,98,43.64,65.05,150.5,120,12.79,123,87,5.54,11.4,3,3.08,3,False.,2019-06-20
ND,123,408,383-8364,no,no,0,159.1,94,27.05,58.46,241.6,119,20.54,202.4,120,9.11,6.5,1,1.76,1,False.,2020-09-18
AK,110,408,396-2335,no,no,0,100.1,90,17.02,49.05,233.3,93,19.83,204.4,57,9.2,11.1,8,3,3,False.,2019-06-11
CO,63,415,408-4530,no,yes,32,30.9,113,5.25,33.86,187,113,15.9,230.8,101,10.39,8.6,7,2.32,1,False.,2019-10-02
ME,176,415,408-6621,no,no,0,223.2,76,37.94,65.84,214.4,131,18.22,154.4,80,6.95,10.1,2,2.73,3,False.,2020-08-07
SC,108,510,393-7522,no,no,0,187.4,101,31.86,61.97,199.9,126,16.99,216.1,107,9.72,12.6,8,3.4,1,False.,2019-12-20
MN,13,510,338-7120,no,yes,21,315.6,105,53.65,86.38,208.9,71,17.76,260.1,123,11.7,12.1,3,3.27,3,False.,2020-10-06
CO,71,415,357-4265,no,no,0,277.5,104,47.18,66.3,131.8,121,11.2,126.9,101,5.71,8.2,2,2.21,1,False.,2020-09-23
KS,88,415,398-8801,no,no,0,189.8,111,32.27,63.61,197.3,101,16.77,234.5,111,10.55,14.9,3,4.02,2,False.,2019-09-18
MS,137,510,346-2347,no,no,0,147.2,119,25.02,51.93,192.8,91,16.39,172.7,105,7.77,10.2,4,2.75,1,False.,2020-01-30
NE,82,408,343-2741,no,no,0,185.8,36,31.59,65.27,276.5,134,23.5,192.1,104,8.64,5.7,7,1.54,4,False.,2020-07-05
NJ,92,510,420-8242,no,yes,29,155.4,110,26.42,56.07,188.5,104,16.02,254.9,118,11.47,8,4,2.16,3,False.,2020-05-13
WI,165,510,402-7746,no,no,0,154.2,91,26.21,60.48,268.6,108,22.83,188.8,99,8.5,10.9,4,2.94,6,False.,2020-03-09
MT,96,415,332-1494,no,no,0,97.6,98,16.59,38.6,105.5,118,8.97,220.2,105,9.91,11.6,9,3.13,1,False.,2019-06-08
AR,156,415,388-6223,no,no,0,178.8,94,30.4,55.2,178.4,97,15.16,169.2,77,7.61,7.5,3,2.03,1,False.,2019-07-08
WA,63,408,404-9539,no,no,0,149.3,104,25.38,60.4,273.6,75,23.26,206.6,72,9.3,9.1,4,2.46,0,False.,2020-05-07
NH,37,415,341-7332,no,no,0,206,89,35.02,66.92,186,88,15.81,307.1,86,13.82,8.4,11,2.27,0,False.,2019-09-12
IA,98,415,338-7886,no,no,0,216.8,86,36.86,64.49,190.8,114,16.22,187.5,79,8.44,11,9,2.97,0,False.,2020-03-11
WV,121,415,332-5596,no,no,0,103.3,110,17.56,38.94,129.1,82,10.97,167.1,113,7.52,10.7,3,2.89,0,False.,2020-05-06
RI,94,415,348-9945,no,no,0,139.4,95,23.7,45.07,159.1,92,13.52,128.2,129,5.77,7.7,3,2.08,0,False.,2020-06-06
KS,99,415,407-1896,no,no,0,191.2,110,32.5,61.2,163.9,102,13.93,243.6,114,10.96,14.1,3,3.81,1,False.,2020-09-11
MT,163,510,398-9408,no,yes,23,160,104,27.2,56.46,189.4,64,16.1,229.9,118,10.35,10.4,7,2.81,1,False.,2019-09-26
MO,161,510,369-8005,no,no,0,221.7,95,37.69,64.59,193,82,16.41,194.1,113,8.73,6.5,4,1.76,3,False.,2019-07-20
HI,99,415,346-2530,no,no,0,62.9,81,10.69,40.23,231,64,19.64,168.9,121,7.6,8.5,5,2.3,1,False.,2019-11-06
CO,108,415,400-5984,no,no,0,215.6,78,36.65,62.97,195.3,119,16.6,194.4,65,8.75,3.6,5,0.97,1,False.,2019-07-27
CT,84,510,351-1007,no,yes,42,165.3,97,28.1,60.89,223.5,118,19,260.8,72,11.74,7.6,7,2.05,3,False.,2020-10-01
ID,83,415,345-5980,yes,yes,32,94.7,111,16.1,41.1,154.4,98,13.12,200.4,109,9.02,10.6,6,2.86,2,False.,2020-08-14
DC,139,510,368-8964,no,no,0,203.2,81,34.54,59.02,152.5,99,12.96,197.8,76,8.9,9.7,3,2.62,2,False.,2020-09-02
TN,69,510,358-1912,no,no,0,195.3,70,33.2,66.7,216.7,108,18.42,259.9,119,11.7,12.5,4,3.38,3,False.,2019-06-12
WY,129,510,379-3132,no,no,0,143.7,114,24.43,62.39,297.8,98,25.31,212.6,86,9.57,11.4,8,3.08,4,False.,2019-12-18
MO,106,415,340-9910,no,no,0,114.4,104,19.45,36.58,78.3,101,6.66,232.7,78,10.47,0,0,0,2,False.,2020-10-12
VA,158,415,396-2719,no,no,0,222.8,101,37.88,66.48,203,128,17.26,210.6,106,9.48,6.9,2,1.86,2,False.,2019-12-08
SD,168,415,369-6204,no,yes,22,175.9,70,29.9,57.71,211.7,105,17.99,174.5,81,7.85,7.3,5,1.97,2,False.,2020-09-25
WV,115,510,420-9971,yes,no,0,249.9,95,42.48,74.05,242.5,104,20.61,151.7,121,6.83,15.3,6,4.13,1,True.,2020-06-03
GA,57,408,410-3782,yes,yes,30,234.5,130,39.87,71.64,195.2,116,16.59,268.8,94,12.1,11.4,4,3.08,2,False.,2020-09-24
AZ,67,415,404-4481,no,no,0,210.7,116,35.82,64.48,219.2,86,18.63,179.7,83,8.09,7.2,6,1.94,1,False.,2020-06-25
AK,127,408,383-9255,no,no,0,182.3,124,30.99,56.22,169.9,110,14.44,184,116,8.28,9.3,3,2.51,1,False.,2020-04-30
AK,78,510,418-9385,no,no,0,190.3,88,32.35,63.58,194.5,89,16.53,256.5,109,11.54,11.7,5,3.16,2,False.,2019-08-27
CT,100,415,360-9676,no,yes,38,177.1,88,30.11,56.94,163.7,108,13.91,242.7,72,10.92,7.4,2,2,0,False.,2019-09-13
UT,103,510,327-3587,no,yes,36,87.2,92,14.82,39.65,169.3,110,14.39,166.7,80,7.5,10.9,5,2.94,6,True.,2020-10-26
KY,113,415,385-4715,no,no,0,215.6,96,36.65,61.48,193.4,127,16.44,105.4,115,4.74,13.5,3,3.65,1,False.,2020-07-12
MI,78,510,414-2695,no,no,0,137.4,109,23.36,56.64,237.6,49,20.2,206.7,136,9.3,14,11,3.78,3,False.,2020-03-21
OR,129,510,331-5999,no,yes,36,192.8,103,32.78,62,177,83,15.05,216.5,118,9.74,16.4,5,4.43,1,False.,2019-12-03
TN,57,510,337-7739,no,no,0,149.3,100,25.38,56.04,200.2,110,17.02,231.7,101,10.43,11.9,3,3.21,2,False.,2019-11-23
WV,82,408,388-6658,no,no,0,143.7,116,24.43,54,170.7,99,14.51,287.7,95,12.95,7.8,5,2.11,1,False.,2020-01-14
NJ,64,415,405-6943,no,no,0,224.8,111,38.22,66.81,190,101,16.15,221.4,110,9.96,9.2,2,2.48,1,False.,2020-08-07
MS,86,510,382-4084,no,yes,39,261.2,122,44.4,73.01,214.2,101,18.21,154.9,101,6.97,12.7,5,3.43,2,False.,2020-02-01
ME,151,415,352-8249,no,yes,26,196.5,98,33.41,61.95,175.8,111,14.94,221.8,124,9.98,13.4,5,3.62,0,False.,2020-01-07
WY,94,510,353-8363,no,no,0,271.2,105,46.1,76.4,202.6,105,17.22,221.6,51,9.97,11.5,3,3.11,3,True.,2019-09-15
WY,90,415,416-2825,no,no,0,207.2,121,35.22,72.42,292.5,104,24.86,226.3,103,10.18,8,1,2.16,2,False.,2020-10-04
IN,48,510,342-6696,no,no,0,300.4,94,51.07,73.21,133.2,103,11.32,197.4,94,8.88,7.2,5,1.94,2,False.,2020-11-06
NM,85,408,338-9210,no,yes,37,229.6,123,39.03,62.39,132.3,90,11.25,211.9,76,9.54,9.5,8,2.57,2,False.,2019-09-10
NJ,93,415,328-1768,yes,yes,20,187.5,110,31.88,57.47,169.8,94,14.43,175.3,127,7.89,12.1,4,3.27,1,False.,2020-08-29
DC,169,415,406-5870,yes,no,0,57.1,98,9.71,40.8,199.7,78,16.97,274.7,103,12.36,6.5,6,1.76,3,False.,2019-09-12
UT,68,415,398-3834,no,no,0,162.1,86,27.56,52.25,155,86,13.18,189.7,87,8.54,11,9,2.97,5,True.,2020-06-11
KY,91,415,330-7754,yes,no,0,145,89,24.65,54.17,175.8,102,14.94,223.7,151,10.07,16.7,3,4.51,2,True.,2020-08-16
KS,68,510,414-9054,no,no,0,159.5,123,27.12,60.13,240.8,93,20.47,210.3,76,9.46,11.4,3,3.08,1,False.,2020-06-18
MI,101,510,350-2832,no,no,0,190.7,72,32.42,61.7,208.6,103,17.73,203.8,111,9.17,8.8,8,2.38,1,False.,2020-07-30
UT,67,510,414-9027,no,yes,20,230.6,40,39.2,65.11,189.1,58,16.07,162.2,115,7.3,9.4,2,2.54,1,False.,2020-05-28
NE,66,415,337-1225,no,no,0,34,133,5.78,38.4,278.6,61,23.68,129.6,120,5.83,11.5,3,3.11,0,False.,2019-10-15
FL,116,415,394-6577,no,yes,17,193.4,112,32.88,67.57,240.6,131,20.45,248.1,98,11.16,11.4,3,3.08,5,False.,2019-08-07
LA,158,408,359-6995,no,no,0,202,126,34.34,59.84,163.5,86,13.9,195.4,84,8.79,10.4,6,2.81,1,False.,2020-02-09
MT,78,415,377-7561,no,no,0,191.7,122,32.59,64.73,241.4,88,20.52,203.5,86,9.16,9.1,5,2.46,1,False.,2020-09-25
WA,119,415,380-6631,no,yes,26,161.3,97,27.42,56.89,250.3,110,21.28,142.4,92,6.41,6.6,8,1.78,1,False.,2020-03-13
MI,120,415,390-8876,no,no,0,150.6,85,25.6,47.93,119,128,10.12,232.9,123,10.48,6.4,2,1.73,1,False.,2020-02-16
KY,155,510,413-2201,no,no,0,184.6,102,31.38,60.34,196,117,16.66,226.5,122,10.19,7.8,1,2.11,1,False.,2019-08-16
LA,106,408,374-2073,no,no,0,220.7,120,37.52,68.31,270.2,95,22.97,121.6,113,5.47,8.7,5,2.35,1,False.,2020-05-12
NM,87,510,417-1272,yes,no,0,167.3,119,28.44,54.27,198.5,119,16.87,133.1,88,5.99,11,6,2.97,1,False.,2020-01-17
AL,146,415,358-1129,no,yes,32,154,80,26.18,50.83,185.5,91,15.77,148.2,107,6.67,8.2,4,2.21,3,False.,2019-08-29
MO,101,415,394-1211,no,yes,29,121.1,116,20.59,50.04,186.4,100,15.84,241.7,75,10.88,10.1,6,2.73,0,False.,2020-07-05
CO,22,510,327-1319,no,yes,23,182.1,94,30.96,54.18,164.6,59,13.99,128.8,102,5.8,12.7,4,3.43,3,False.,2019-12-01
TX,90,415,399-4413,no,no,0,109.6,88,18.63,40.49,137.6,108,11.7,159.7,121,7.19,11,5,2.97,2,False.,2020-09-18
NY,41,415,393-9985,no,no,0,209.9,105,35.68,60.05,121.9,105,10.36,253.7,104,11.42,9.6,4,2.59,1,False.,2020-09-25
OR,69,415,401-8377,no,no,0,167.5,76,28.48,56.69,242.1,92,20.58,101.2,103,4.55,11.4,4,3.08,2,False.,2020-02-11
WY,33,415,331-3202,no,no,0,213.9,88,36.36,66.08,239.8,119,20.38,148.7,71,6.69,9.8,14,2.65,2,False.,2019-11-09
UT,112,415,358-5953,no,no,0,115.8,108,19.69,52.22,243.3,111,20.68,184.6,78,8.31,13.1,5,3.54,1,False.,2019-07-21
LA,108,510,380-7624,no,yes,30,276.6,99,47.02,76.39,220.1,113,18.71,177.9,95,8.01,9.8,6,2.65,2,False.,2020-09-04
NV,136,415,416-5261,no,yes,21,179.4,88,30.5,62.89,181.1,97,15.39,320.7,120,14.43,9.5,4,2.57,2,False.,2020-11-04
NC,128,510,417-5067,no,no,0,187.3,84,31.84,66.88,270.8,95,23.02,206.4,68,9.29,10.1,5,2.73,1,False.,2020-02-14
NC,27,408,345-6515,no,no,0,201.2,128,34.2,62.34,227.2,100,19.31,145.8,91,6.56,8.4,3,2.27,2,False.,2020-11-03
WY,161,415,406-1349,yes,no,0,189.6,78,32.23,63.61,267.4,117,22.73,184.5,137,8.3,1.3,6,0.35,1,False.,2019-12-16
TN,33,415,360-9038,no,yes,35,186.8,124,31.76,72.3,261,69,22.19,317.8,103,14.3,15,5,4.05,0,False.,2019-08-21
FL,120,415,348-3444,no,yes,31,153.5,83,26.1,58.48,219.1,96,18.62,237.4,76,10.68,11.4,4,3.08,0,False.,2019-08-26
CA,113,415,370-2892,no,no,0,187.6,97,31.89,59.09,208.2,118,17.7,158.9,101,7.15,8.7,6,2.35,2,False.,2019-06-11
PA,122,415,383-4061,yes,no,0,230.9,132,39.25,71.1,243.2,99,20.67,182.4,57,8.21,11,2,2.97,0,True.,2019-08-19
WV,148,415,391-7937,no,yes,26,244.9,150,41.63,66.38,118,138,10.03,236,91,10.62,15.2,4,4.1,2,False.,2020-06-02
NJ,74,415,389-4083,no,no,0,230.9,93,39.25,67.93,223,78,18.96,157.8,101,7.1,9.7,2,2.62,3,False.,2020-09-14
MT,106,415,410-9633,no,no,0,187.1,104,31.81,62.57,250.2,117,21.27,144.9,81,6.52,11,3,2.97,1,False.,2020-10-10
MN,179,415,418-9502,no,no,0,170.7,54,29.02,58.51,191.1,108,16.24,214.6,107,9.66,13.3,4,3.59,1,False.,2020-06-19
WI,149,415,339-6637,yes,yes,28,126.9,97,21.57,44.67,166.9,102,14.19,145.2,77,6.53,8.8,3,2.38,5,True.,2020-01-31
ID,77,510,356-3403,no,no,0,189.5,112,32.22,61.93,207,95,17.6,214.1,91,9.63,9.2,7,2.48,0,False.,2019-11-15
MA,127,408,371-9457,yes,no,0,176.9,110,30.07,54.62,167.9,100,14.27,182.2,138,8.2,7.7,2,2.08,1,True.,2020-10-03
OR,80,415,391-8087,no,no,0,161.1,99,27.39,57.43,198.8,81,16.9,228.4,116,10.28,10.6,4,2.86,1,False.,2020-02-17
MT,106,510,392-6420,no,no,0,169.4,107,28.8,57.55,197.2,71,16.76,202.2,79,9.1,10.7,4,2.89,1,False.,2020-06-05
AL,61,415,399-4094,no,yes,20,254.4,133,43.25,71.14,161.7,96,13.74,251.4,91,11.31,10.5,4,2.84,0,False.,2020-05-26
ND,135,510,378-4013,yes,yes,24,127.7,54,21.71,52.1,215,105,18.28,234.3,84,10.54,5.8,4,1.57,2,False.,2020-06-09
LA,115,415,386-6306,no,yes,26,170.5,107,28.99,61.28,217.2,77,18.46,225.7,71,10.16,13.6,5,3.67,6,False.,2020-09-20
ND,167,408,359-3618,yes,no,0,219.1,100,37.25,68.23,242.9,90,20.65,168.9,101,7.6,10.1,4,2.73,2,False.,2020-09-23
MS,107,510,340-8875,yes,no,0,273.5,104,46.5,72.01,183.8,68,15.62,153.8,67,6.92,11,9,2.97,2,False.,2019-11-10
WV,112,415,330-2693,yes,no,0,161.9,138,27.52,53.52,200.9,114,17.08,134,134,6.03,10.7,4,2.89,1,False.,2020-02-08
WI,35,510,403-7627,no,yes,27,241.7,87,41.09,68.7,142,101,12.07,288.9,68,13,9.4,4,2.54,1,False.,2019-09-10
KS,103,408,342-3678,yes,no,0,62.8,124,10.68,40.31,170.4,66,14.48,280.2,78,12.61,9.4,4,2.54,3,False.,2020-01-03
MO,107,415,344-9943,no,yes,22,281.1,83,47.79,73.79,143.7,130,12.21,239.4,128,10.77,11.2,9,3.02,1,False.,2020-10-26
PA,69,415,390-5686,no,no,0,228.2,70,38.79,70.51,263.7,80,22.41,142.6,60,6.42,10.7,5,2.89,3,False.,2020-07-25
SD,85,408,358-5826,no,no,0,209.8,82,35.67,64.27,194.5,94,16.53,200.4,85,9.02,11.3,3,3.05,0,False.,2019-12-17
NJ,24,408,393-7826,no,no,0,265.6,86,45.15,74.11,208.8,102,17.75,182.5,105,8.21,11.1,6,3,2,True.,2020-09-28
AL,90,415,335-9786,no,no,0,214.9,97,36.53,55.75,117.8,117,10.01,133.7,78,6.02,11.8,2,3.19,2,False.,2020-02-17
ME,137,510,368-9860,no,no,0,110.5,79,18.79,48.23,223.2,111,18.97,169.5,64,7.63,10.5,3,2.84,3,False.,2020-09-23
AZ,92,415,416-9522,yes,yes,45,281.1,88,47.79,70.89,198,103,16.83,94.3,76,4.24,7.5,3,2.03,0,False.,2020-01-02
VT,38,415,416-7307,no,no,0,137.8,86,23.43,59.1,286.3,76,24.34,167,77,7.52,14.1,3,3.81,2,False.,2020-01-05
NV,69,510,397-6789,yes,yes,33,271.5,98,46.16,77.35,253.4,102,21.54,165.4,85,7.44,8.2,2,2.21,1,True.,2019-11-20
WI,45,408,335-9501,no,no,0,112.8,108,19.18,51.02,218.8,120,18.6,240.2,106,10.81,9,3,2.43,2,False.,2020-01-20
HI,73,408,388-1250,no,no,0,187.3,118,31.84,63.83,239.7,90,20.37,167.5,108,7.54,15.1,2,4.08,1,False.,2020-09-04
DE,92,415,386-1374,no,no,0,197,84,33.49,66.45,269.3,105,22.89,158.9,105,7.15,10.8,4,2.92,1,False.,2020-05-02
AZ,113,415,346-8112,no,yes,32,180.4,89,30.67,51.45,129.4,124,11,166.9,124,7.51,8.4,2,2.27,1,False.,2020-04-07
VA,68,408,364-9040,yes,no,0,148.5,126,25.25,56.75,219.4,125,18.65,198.5,121,8.93,14.5,7,3.92,1,True.,2020-03-20
GA,135,415,366-3944,no,yes,22,197.1,113,33.51,65.56,259.4,95,22.05,134.7,135,6.06,14.6,5,3.94,2,False.,2019-07-03
AZ,100,415,331-9861,no,yes,26,153.7,115,26.13,51.74,137.8,146,11.71,213.5,104,9.61,15.9,5,4.29,1,False.,2020-01-10
MN,96,415,330-2881,no,yes,27,261.3,96,44.42,74.32,220.9,101,18.78,179.4,97,8.07,11.3,2,3.05,1,False.,2019-10-06
ME,108,510,402-9558,no,no,0,246.2,102,41.85,69.69,202.4,134,17.2,180.1,95,8.1,9.4,5,2.54,1,False.,2020-10-16
FL,84,510,341-3180,no,no,0,191,88,32.47,72.46,318.8,119,27.1,247.3,79,11.13,6.5,4,1.76,0,False.,2020-02-15
WA,134,408,371-8598,no,no,0,208.3,86,35.41,73.47,253.6,89,21.56,291,86,13.1,12.6,3,3.4,1,False.,2020-06-13
MT,72,415,398-8385,no,no,0,253,73,43.01,73.79,219.3,78,18.64,210.8,89,9.49,9.8,4,2.65,0,False.,2020-09-19
AL,83,408,333-4154,no,no,0,202.3,87,34.39,57.94,201.5,111,17.13,101.7,82,4.58,6.8,4,1.84,0,False.,2019-11-11
WV,137,408,330-3589,no,no,0,174.4,120,29.65,51.83,156.3,98,13.29,136.5,121,6.14,10.2,5,2.75,0,False.,2019-12-25
GA,56,415,417-1477,no,yes,30,127.1,89,21.61,48.27,172.1,116,14.63,194.6,111,8.76,12.1,3,3.27,1,False.,2020-03-04
OH,61,510,327-5525,yes,yes,16,143.5,76,24.4,54.72,242.6,58,20.62,147.7,95,6.65,11.3,3,3.05,0,False.,2020-06-09
DE,171,510,363-8244,no,yes,17,186.9,94,31.77,62.78,240,138,20.4,200.9,64,9.04,5.8,3,1.57,1,False.,2020-05-01
NE,123,510,419-9104,no,no,0,194,118,32.98,63.4,242,114,20.57,146.3,108,6.58,12.1,4,3.27,1,False.,2020-02-27
FL,58,510,363-1560,no,no,0,234.8,89,39.92,59.7,106.8,131,9.08,178.5,122,8.03,9.9,6,2.67,0,False.,2019-06-06
